"gene_name"	"description"	"transcript_name"	"refseq_protein"
"NKRF"	"NF-kappa-B-repressing factor isoform 2"	"NM_017544"	"NP_060014"
"NKRF"	"NF-kappa-B-repressing factor isoform 1"	"NM_001173487"	"NP_001166958"
"ZNF682"	"zinc finger protein 682 isoform 1"	"NM_033196"	"NP_149973"
"RNF212"	"probable E3 SUMO-protein ligase RNF212 isoform a"	"NM_001131034"	"NP_001124506"
"LTB4R2"	"leukotriene B4 receptor 2"	"NM_001164692"	"NP_001158164"
"TMEM236"	"transmembrane protein 236"	"NM_001098844"	"NP_001092314"
"LTB4R2"	"leukotriene B4 receptor 2"	"NM_019839"	"NP_062813"
"MFF"	"mitochondrial fission factor isoform d"	"NM_001277064"	"NP_001263993"
"NBEA"	"neurobeachin isoform 1"	"NM_015678"	"NP_056493"
"MAP3K19"	"mitogen-activated protein kinase kinase kinase 19 isoform 3"	"NM_001018044"	"NP_001018054"
"NAA25"	"N-alpha-acetyltransferase 25, NatB auxiliary subunit"	"NM_024953"	"NP_079229"
"THEMIS2"	"protein THEMIS2 isoform 2"	"NM_001039477"	"NP_001034566"
"MRRF"	"ribosome-recycling factor, mitochondrial isoform 2 precursor"	"NM_199177"	"NP_954646"
"TMEM37"	"voltage-dependent calcium channel gamma-like subunit"	"NM_183240"	"NP_899063"
"C6orf15"	"uncharacterized protein C6orf15 precursor"	"NM_014070"	"NP_054789"
"ZNF816-ZNF321P"	"ZNF816-ZNF321 protein"	"NM_001202473"	"NP_001189402"
"DGCR2"	"integral membrane protein DGCR2/IDD isoform 2 precursor"	"NM_001173533"	"NP_001167004"
"DGCR2"	"integral membrane protein DGCR2/IDD isoform 3 precursor"	"NM_001173534"	"NP_001167005"
"GHR"	"growth hormone receptor isoform 1 precursor"	"NM_000163"	"NP_000154"
"BANP"	"protein BANP isoform c"	"NM_001173539"	"NP_001167010"
"BANP"	"protein BANP isoform d"	"NM_001173540"	"NP_001167011"
"BANP"	"protein BANP isoform e"	"NM_001173541"	"NP_001167012"
"MFF"	"mitochondrial fission factor isoform e"	"NM_001277065"	"NP_001263994"
"MAP3K19"	"mitogen-activated protein kinase kinase kinase 19 isoform 4"	"NM_001018047"	"NP_001018057"
"SUN3"	"SUN domain-containing protein 3 isoform 2"	"NM_001284350"	"NP_001271279"
"C14orf178"	"uncharacterized protein C14orf178 isoform 1"	"NM_174943"	"NP_777603"
"C14orf178"	"uncharacterized protein C14orf178 isoform 2"	"NM_001173978"	"NP_001167449"
"IRF2BP2"	"interferon regulatory factor 2-binding protein 2 isoform A"	"NM_182972"	"NP_892017"
"BSDC1"	"BSD domain-containing protein 1 isoform a"	"NM_001143888"	"NP_001137360"
"FES"	"tyrosine-protein kinase Fes/Fps isoform 1"	"NM_002005"	"NP_001996"
"PNKD"	"probable hydrolase PNKD isoform 1 precursor"	"NM_015488"	"NP_056303"
"ZNF512"	"zinc finger protein 512 isoform a"	"NM_032434"	"NP_115810"
"BSDC1"	"BSD domain-containing protein 1 isoform c"	"NM_001143889"	"NP_001137361"
"GREB1"	"protein GREB1 isoform a"	"NM_014668"	"NP_055483"
"BSDC1"	"BSD domain-containing protein 1 isoform d"	"NM_001143890"	"NP_001137362"
"GREB1"	"protein GREB1 isoform b"	"NM_033090"	"NP_149081"
"BSDC1"	"BSD domain-containing protein 1 isoform e"	"NM_001300958"	"NP_001287887"
"GREB1"	"protein GREB1 isoform c"	"NM_148903"	"NP_683701"
"MFF"	"mitochondrial fission factor isoform e"	"NM_001277066"	"NP_001263995"
"MAP3K19"	"mitogen-activated protein kinase kinase kinase 19 isoform 5"	"NM_001282883"	"NP_001269812"
"BRD8"	"bromodomain-containing protein 8 isoform 5"	"NM_001300961"	"NP_001287890"
"BRD8"	"bromodomain-containing protein 8 isoform 6"	"NM_001300962"	"NP_001287891"
"PANK1"	"pantothenate kinase 1 isoform alpha"	"NM_148977"	"NP_683878"
"FERMT1"	"fermitin family homolog 1"	"NM_017671"	"NP_060141"
"BRD8"	"bromodomain-containing protein 8 isoform 7"	"NM_001300966"	"NP_001287895"
"ZNF512"	"zinc finger protein 512 isoform b"	"NM_001271286"	"NP_001258215"
"CCDC181"	"coiled-coil domain-containing protein 181 isoform a"	"NM_001300968"	"NP_001287897"
"RASSF1"	"ras association domain-containing protein 1 isoform C"	"NM_170713"	"NP_733831"
"PRX"	"periaxin isoform 2"	"NM_181882"	"NP_870998"
"PRX"	"periaxin isoform 1"	"NM_020956"	"NP_066007"
"CCDC181"	"coiled-coil domain-containing protein 181 isoform b"	"NM_001300969"	"NP_001287898"
"TMEM14B"	"transmembrane protein 14B isoform d"	"NM_001286488"	"NP_001273417"
"TBCB"	"tubulin-folding cofactor B isoform 2"	"NM_001300971"	"NP_001287900"
"THEMIS2"	"protein THEMIS2 isoform 4"	"NM_001286113"	"NP_001273042"
"ANKRD42"	"ankyrin repeat domain-containing protein 42 isoform 4"	"NM_182603"	"NP_872409"
"RNF212"	"probable E3 SUMO-protein ligase RNF212 isoform b"	"NM_194439"	"NP_919420"
"IQSEC1"	"IQ motif and SEC7 domain-containing protein 1 isoform a"	"NM_001134382"	"NP_001127854"
"PANK1"	"pantothenate kinase 1 isoform gamma"	"NM_138316"	"NP_612189"
"NET1"	"neuroepithelial cell-transforming gene 1 protein isoform 2"	"NM_005863"	"NP_005854"
"ANKRD42"	"ankyrin repeat domain-containing protein 42 isoform 5"	"NM_001300976"	"NP_001287905"
"TMEM161B"	"transmembrane protein 161B isoform 1"	"NM_001289007"	"NP_001275936"
"ANKRD42"	"ankyrin repeat domain-containing protein 42 isoform 6"	"NM_001300977"	"NP_001287906"
"DST"	"dystonin isoform 1eA precursor"	"NM_015548"	"NP_056363"
"MECR"	"trans-2-enoyl-CoA reductase, mitochondrial isoform a"	"NM_016011"	"NP_057095"
"CCDC153"	"coiled-coil domain-containing protein 153"	"NM_001145018"	"NP_001138490"
"TTBK2"	"tau-tubulin kinase 2"	"NM_173500"	"NP_775771"
"GHR"	"growth hormone receptor isoform 2 precursor"	"NM_001242399"	"NP_001229328"
"PANK1"	"pantothenate kinase 1 isoform beta"	"NM_148978"	"NP_683879"
"PTBP2"	"polypyrimidine tract-binding protein 2 isoform 1"	"NM_001300985"	"NP_001287914"
"PTBP2"	"polypyrimidine tract-binding protein 2 isoform 2"	"NM_001300986"	"NP_001287915"
"PTBP2"	"polypyrimidine tract-binding protein 2 isoform 3"	"NM_001300987"	"NP_001287916"
"PKNOX2"	"homeobox protein PKNOX2"	"NM_022062"	"NP_071345"
"PTBP2"	"polypyrimidine tract-binding protein 2 isoform 4"	"NM_001300988"	"NP_001287917"
"C1GALT1"	"glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"	"NM_020156"	"NP_064541"
"PTBP2"	"polypyrimidine tract-binding protein 2 isoform 5"	"NM_001300989"	"NP_001287918"
"PTBP2"	"polypyrimidine tract-binding protein 2 isoform 6"	"NM_021190"	"NP_067013"
"PTBP2"	"polypyrimidine tract-binding protein 2 isoform 7"	"NM_001300990"	"NP_001287919"
"C4orf45"	"uncharacterized protein C4orf45"	"NM_152543"	"NP_689756"
"CES3"	"carboxylesterase 3 isoform 3"	"NM_001185176"	"NP_001172105"
"KISS1"	"metastasis-suppressor KiSS-1 preproprotein"	"NM_002256"	"NP_002247"
"THEMIS2"	"protein THEMIS2 isoform 5"	"NM_001286115"	"NP_001273044"
"NOX4"	"NADPH oxidase 4 isoform g"	"NM_001300995"	"NP_001287924"
"TMEM14B"	"transmembrane protein 14B isoform e"	"NM_001286489"	"NP_001273418"
"AMOTL1"	"angiomotin-like protein 1 isoform 2"	"NM_001301007"	"NP_001287936"
"EIF4EBP1"	"eukaryotic translation initiation factor 4E-binding protein 1"	"NM_004095"	"NP_004086"
"RNF212"	"probable E3 SUMO-protein ligase RNF212 isoform c"	"NM_001193318"	"NP_001180247"
"PCBP4"	"poly(rC)-binding protein 4 isoform c"	"NM_033008"	"NP_127501"
"PCBP4"	"poly(rC)-binding protein 4 isoform c"	"NM_033010"	"NP_127503"
"PCBP4"	"poly(rC)-binding protein 4 isoform a"	"NM_020418"	"NP_065151"
"GPR161"	"G-protein coupled receptor 161 isoform 3"	"NM_001267611"	"NP_001254540"
"FA2H"	"fatty acid 2-hydroxylase"	"NM_024306"	"NP_077282"
"CD14"	"monocyte differentiation antigen CD14 precursor"	"NM_001174104"	"NP_001167575"
"HNRNPC"	"heterogeneous nuclear ribonucleoproteins C1/C2 isoform a"	"NM_031314"	"NP_112604"
"CD14"	"monocyte differentiation antigen CD14 precursor"	"NM_001174105"	"NP_001167576"
"TRIM43B"	"tripartite motif-containing protein 43B"	"NM_001164464"	"NP_001157936"
"IER3"	"radiation-inducible immediate-early gene IEX-1"	"NM_003897"	"NP_003888"
"RABEPK"	"rab9 effector protein with kelch motifs isoform a"	"NM_005833"	"NP_005824"
"FPGT"	"fucose-1-phosphate guanylyltransferase isoform 1"	"NM_003838"	"NP_003829"
"RABEPK"	"rab9 effector protein with kelch motifs isoform a"	"NM_001174152"	"NP_001167623"
"RABEPK"	"rab9 effector protein with kelch motifs isoform b"	"NM_001174153"	"NP_001167624"
"ZNF518A"	"zinc finger protein 518A isoform a"	"NM_014803"	"NP_055618"
"IL15"	"interleukin-15 isoform 1 preproprotein"	"NM_000585"	"NP_000576"
"C8orf58"	"uncharacterized protein C8orf58 isoform 3"	"NM_001198827"	"NP_001185756"
"TJP1"	"tight junction protein ZO-1 isoform a"	"NM_003257"	"NP_003248"
"HRK"	"activator of apoptosis harakiri"	"NM_003806"	"NP_003797"
"CD300C"	"CMRF35-like molecule 6 precursor"	"NM_006678"	"NP_006669"
"NEUROD1"	"neurogenic differentiation factor 1"	"NM_002500"	"NP_002491"
"GPR176"	"probable G-protein coupled receptor 176 isoform 1"	"NM_007223"	"NP_009154"
"TJP1"	"tight junction protein ZO-1 isoform b"	"NM_175610"	"NP_783297"
"DMRT2"	"doublesex- and mab-3-related transcription factor 2 isoform 2"	"NM_181872"	"NP_870987"
"DMRT2"	"doublesex- and mab-3-related transcription factor 2 isoform 1"	"NM_006557"	"NP_006548"
"DMRT2"	"doublesex- and mab-3-related transcription factor 2 isoform 1"	"NM_001130865"	"NP_001124337"
"TJP1"	"tight junction protein ZO-1 isoform d"	"NM_001301026"	"NP_001287955"
"RCOR2"	"REST corepressor 2"	"NM_173587"	"NP_775858"
"TMEM108"	"transmembrane protein 108 isoform 2 precursor"	"NM_001282865"	"NP_001269794"
"RRAS2"	"ras-related protein R-Ras2 isoform a"	"NM_012250"	"NP_036382"
"RRAS2"	"ras-related protein R-Ras2 isoform c"	"NM_001177314"	"NP_001170785"
"RRAS2"	"ras-related protein R-Ras2 isoform b"	"NM_001177315"	"NP_001170786"
"FPGT"	"fucose-1-phosphate guanylyltransferase isoform 3"	"NM_001199328"	"NP_001186257"
"USP28"	"ubiquitin carboxyl-terminal hydrolase 28 isoform 2"	"NM_001301029"	"NP_001287958"
"RBM14"	"RNA-binding protein 14 isoform 2"	"NM_001198836"	"NP_001185765"
"ASB10"	"ankyrin repeat and SOCS box protein 10 isoform 2"	"NM_001142460"	"NP_001135932"
"TMCC3"	"transmembrane and coiled-coil domains protein 3 isoform 1"	"NM_020698"	"NP_065749"
"CD27"	"CD27 antigen precursor"	"NM_001242"	"NP_001233"
"PLAUR"	"urokinase plasminogen activator surface receptor isoform 4 precursor"	"NM_001301037"	"NP_001287966"
"TAC4"	"tachykinin-4 isoform alpha precursor"	"NM_170685"	"NP_733786"
"PLXDC2"	"plexin domain-containing protein 2 isoform 1 precursor"	"NM_032812"	"NP_116201"
"C1orf54"	"uncharacterized protein C1orf54 isoform a precursor"	"NM_001301039"	"NP_001287968"
"C1orf54"	"uncharacterized protein C1orf54 isoform b precursor"	"NM_001301040"	"NP_001287969"
"IL15RA"	"interleukin-15 receptor subunit alpha isoform 1 precursor"	"NM_002189"	"NP_002180"
"C1orf54"	"uncharacterized protein C1orf54 isoform c"	"NM_001301041"	"NP_001287970"
"IL15RA"	"interleukin-15 receptor subunit alpha isoform 2 precursor"	"NM_172200"	"NP_751950"
"C1orf54"	"uncharacterized protein C1orf54 isoform d precursor"	"NM_001301042"	"NP_001287971"
"CDH13"	"cadherin-13 isoform 2"	"NM_001220488"	"NP_001207417"
"CADM1"	"cell adhesion molecule 1 isoform A precursor"	"NM_001301043"	"NP_001287972"
"GOT1L1"	"putative aspartate aminotransferase, cytoplasmic 2"	"NM_152413"	"NP_689626"
"CADM1"	"cell adhesion molecule 1 isoform B precursor"	"NM_001301044"	"NP_001287973"
"NAA16"	"N-alpha-acetyltransferase 16, NatA auxiliary subunit isoform 2"	"NM_018527"	"NP_060997"
"NBL1"	"neuroblastoma suppressor of tumorigenicity 1 isoform 3"	"NM_001204086"	"NP_001191015"
"CADM1"	"cell adhesion molecule 1 isoform C precursor"	"NM_001301045"	"NP_001287974"
"ITPKA"	"inositol-trisphosphate 3-kinase A"	"NM_002220"	"NP_002211"
"GPR176"	"probable G-protein coupled receptor 176 isoform 2"	"NM_001271854"	"NP_001258783"
"GPR68"	"ovarian cancer G-protein coupled receptor 1"	"NM_001177676"	"NP_001171147"
"SPESP1"	"sperm equatorial segment protein 1 precursor"	"NM_145658"	"NP_663633"
"FPGT"	"fucose-1-phosphate guanylyltransferase isoform 2"	"NM_001199329"	"NP_001186258"
"PCYOX1L"	"prenylcysteine oxidase-like isoform 3"	"NM_001301057"	"NP_001287986"
"MEIS3"	"homeobox protein Meis3 isoform 2"	"NM_001301059"	"NP_001287988"
"PLXDC2"	"plexin domain-containing protein 2 isoform 2"	"NM_001282736"	"NP_001269665"
"MORN1"	"MORN repeat-containing protein 1 isoform 1"	"NM_024848"	"NP_079124"
"GTSCR1"	"Gilles de la Tourette syndrome chromosomal region candidate gene 1 protein"	"NM_001278515"	"NP_001265444"
"SPATA7"	"spermatogenesis-associated protein 7 isoform 1"	"NM_018418"	"NP_060888"
"EXOSC2"	"exosome complex component RRP4 isoform 1"	"NM_014285"	"NP_055100"
"FAM120B"	"constitutive coactivator of peroxisome proliferator-activated receptor gamma isoform b"	"NM_001286380"	"NP_001273309"
"MSRB2"	"methionine-R-sulfoxide reductase B2, mitochondrial precursor"	"NM_012228"	"NP_036360"
"COG7"	"conserved oligomeric Golgi complex subunit 7"	"NM_153603"	"NP_705831"
"PSD3"	"PH and SEC7 domain-containing protein 3 isoform a"	"NM_015310"	"NP_056125"
"PSD3"	"PH and SEC7 domain-containing protein 3 isoform b"	"NM_206909"	"NP_996792"
"RBM14"	"RNA-binding protein 14 isoform 3"	"NM_001198837"	"NP_001185766"
"SNN"	"stannin"	"NM_003498"	"NP_003489"
"MAP3K4"	"mitogen-activated protein kinase kinase kinase 4 isoform a"	"NM_005922"	"NP_005913"
"MAP3K4"	"mitogen-activated protein kinase kinase kinase 4 isoform b"	"NM_006724"	"NP_006715"
"SF1"	"splicing factor 1 isoform 4"	"NM_201997"	"NP_973726"
"MAP3K4"	"mitogen-activated protein kinase kinase kinase 4 isoform d"	"NM_001301072"	"NP_001288001"
"SF1"	"splicing factor 1 isoform 1"	"NM_004630"	"NP_004621"
"SF1"	"splicing factor 1 isoform 3"	"NM_201998"	"NP_973727"
"SF1"	"splicing factor 1 isoform 6"	"NM_001178030"	"NP_001171501"
"NDE1"	"nuclear distribution protein nudE homolog 1"	"NM_001143979"	"NP_001137451"
"RABEP2"	"rab GTPase-binding effector protein 2"	"NM_024816"	"NP_079092"
"GPR176"	"probable G-protein coupled receptor 176 isoform 3"	"NM_001271855"	"NP_001258784"
"SP100"	"nuclear autoantigen Sp-100 isoform 2"	"NM_003113"	"NP_003104"
"NSMF"	"NMDA receptor synaptonuclear signaling and neuronal migration factor isoform e"	"NM_001178064"	"NP_001171535"
"ZNF83"	"zinc finger protein 83"	"NM_001277951"	"NP_001264880"
"ASNS"	"asparagine synthetase [glutamine-hydrolyzing] isoform a"	"NM_001673"	"NP_001664"
"ASNS"	"asparagine synthetase [glutamine-hydrolyzing] isoform a"	"NM_183356"	"NP_899199"
"PSG1"	"pregnancy-specific beta-1-glycoprotein 1 isoform 1 precursor"	"NM_006905"	"NP_008836"
"ASNS"	"asparagine synthetase [glutamine-hydrolyzing] isoform b"	"NM_001178075"	"NP_001171546"
"ASNS"	"asparagine synthetase [glutamine-hydrolyzing] isoform a"	"NM_133436"	"NP_597680"
"SNX19"	"sorting nexin-19 isoform 2"	"NM_001301089"	"NP_001288018"
"ASNS"	"asparagine synthetase [glutamine-hydrolyzing] isoform c"	"NM_001178076"	"NP_001171547"
"ASNS"	"asparagine synthetase [glutamine-hydrolyzing] isoform c"	"NM_001178077"	"NP_001171548"
"PRAC2"	"putative protein PRCA2 isoform b"	"NM_001282275"	"NP_001269204"
"EXOSC2"	"exosome complex component RRP4 isoform 2"	"NM_001282708"	"NP_001269637"
"KIRREL3"	"kin of IRRE-like protein 3 isoform 3 precursor"	"NM_001301097"	"NP_001288026"
"NUF2"	"kinetochore protein Nuf2"	"NM_031423"	"NP_113611"
"NUF2"	"kinetochore protein Nuf2"	"NM_145697"	"NP_663735"
"SLAMF7"	"SLAM family member 7 isoform a precursor"	"NM_021181"	"NP_067004"
"CDC20"	"cell division cycle protein 20 homolog"	"NM_001255"	"NP_001246"
"GLO1"	"lactoylglutathione lyase"	"NM_006708"	"NP_006699"
"CSF1R"	"macrophage colony-stimulating factor 1 receptor precursor"	"NM_001288705"	"NP_001275634"
"TMPRSS15"	"enteropeptidase precursor"	"NM_002772"	"NP_002763"
"CD19"	"B-lymphocyte antigen CD19 isoform 2 precursor"	"NM_001770"	"NP_001761"
"SOCS6"	"suppressor of cytokine signaling 6"	"NM_004232"	"NP_004223"
"CD19"	"B-lymphocyte antigen CD19 isoform 1 precursor"	"NM_001178098"	"NP_001171569"
"RHOU"	"rho-related GTP-binding protein RhoU"	"NM_021205"	"NP_067028"
"ZNF182"	"zinc finger protein 182 isoform 1"	"NM_001178099"	"NP_001171570"
"C5orf63"	"glutaredoxin-like protein C5orf63 isoform 2"	"NM_001164478"	"NP_001157950"
"HLA-DOB"	"HLA class II histocompatibility antigen, DO beta chain precursor"	"NM_002120"	"NP_002111"
"COA7"	"cytochrome c oxidase assembly factor 7"	"NM_023077"	"NP_075565"
"CD8B"	"T-cell surface glycoprotein CD8 beta chain isoform 3 precursor"	"NM_172101"	"NP_742099"
"FUZ"	"protein fuzzy homolog isoform 2"	"NM_001171937"	"NP_001165408"
"FBXW2"	"F-box/WD repeat-containing protein 2"	"NM_012164"	"NP_036296"
"AGAP1"	"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 isoform 3"	"NM_001244888"	"NP_001231817"
"GHR"	"growth hormone receptor isoform 1 precursor"	"NM_001242403"	"NP_001229332"
"AMZ2"	"archaemetzincin-2 isoform 1"	"NM_001033569"	"NP_001028741"
"SCAMP5"	"secretory carrier-associated membrane protein 5"	"NM_001178111"	"NP_001171582"
"SCAMP5"	"secretory carrier-associated membrane protein 5"	"NM_001178112"	"NP_001171583"
"SLAMF7"	"SLAM family member 7 isoform b precursor"	"NM_001282588"	"NP_001269517"
"SCAMP5"	"secretory carrier-associated membrane protein 5"	"NM_138967"	"NP_620417"
"C5orf63"	"glutaredoxin-like protein C5orf63 isoform 1"	"NM_001164479"	"NP_001157951"
"EXOSC2"	"exosome complex component RRP4 isoform 3"	"NM_001282709"	"NP_001269638"
"MTERF1"	"transcription termination factor 1, mitochondrial isoform 1 precursor"	"NM_006980"	"NP_008911"
"MTERF1"	"transcription termination factor 1, mitochondrial isoform 2"	"NM_001301134"	"NP_001288063"
"FAM120B"	"constitutive coactivator of peroxisome proliferator-activated receptor gamma isoform c"	"NM_032448"	"NP_115824"
"MTERF1"	"transcription termination factor 1, mitochondrial isoform 2"	"NM_001301135"	"NP_001288064"
"C6orf222"	"uncharacterized protein C6orf222"	"NM_001010903"	"NP_001010903"
"CDC23"	"cell division cycle protein 23 homolog"	"NM_004661"	"NP_004652"
"USP10"	"ubiquitin carboxyl-terminal hydrolase 10 isoform 2"	"NM_005153"	"NP_005144"
"SLAMF7"	"SLAM family member 7 isoform c precursor"	"NM_001282589"	"NP_001269518"
"GHR"	"growth hormone receptor isoform 1 precursor"	"NM_001242404"	"NP_001229333"
"MYOZ2"	"myozenin-2"	"NM_016599"	"NP_057683"
"ODC1"	"ornithine decarboxylase isoform 1"	"NM_002539"	"NP_002530"
"ZNF92"	"zinc finger protein 92 isoform 4"	"NM_001287533"	"NP_001274462"
"PPL"	"periplakin"	"NM_002705"	"NP_002696"
"UGDH"	"UDP-glucose 6-dehydrogenase isoform 2"	"NM_001184700"	"NP_001171629"
"MYNN"	"myoneurin isoform A"	"NM_001185118"	"NP_001172047"
"RAG2"	"V(D)J recombination-activating protein 2"	"NM_000536"	"NP_000527"
"NEUROG3"	"neurogenin-3"	"NM_020999"	"NP_066279"
"FES"	"tyrosine-protein kinase Fes/Fps isoform 2"	"NM_001143783"	"NP_001137255"
"NHLRC4"	"NHL-repeat-containing protein 4"	"NM_176677"	"NP_788850"
"GRIP1"	"glutamate receptor-interacting protein 1 isoform 1"	"NM_021150"	"NP_066973"
"GYG1"	"glycogenin-1 isoform 1"	"NM_004130"	"NP_004121"
"GYG1"	"glycogenin-1 isoform 2"	"NM_001184720"	"NP_001171649"
"GYG1"	"glycogenin-1 isoform 3"	"NM_001184721"	"NP_001171650"
"ELMO1"	"engulfment and cell motility protein 1 isoform 1"	"NM_001206480"	"NP_001193409"
"PSORS1C1"	"psoriasis susceptibility 1 candidate gene 1 protein"	"NM_014068"	"NP_054787"
"SLAMF7"	"SLAM family member 7 isoform d"	"NM_001282590"	"NP_001269519"
"GPRASP1"	"G-protein coupled receptor-associated sorting protein 1"	"NM_001184727"	"NP_001171656"
"ODC1"	"ornithine decarboxylase isoform 2"	"NM_001287188"	"NP_001274117"
"HMCN1"	"hemicentin-1 precursor"	"NM_031935"	"NP_114141"
"ZFHX3"	"zinc finger homeobox protein 3 isoform A"	"NM_006885"	"NP_008816"
"C1orf185"	"uncharacterized protein C1orf185"	"NM_001136508"	"NP_001129980"
"MVK"	"mevalonate kinase isoform a"	"NM_001114185"	"NP_001107657"
"MVK"	"mevalonate kinase isoform b"	"NM_001301182"	"NP_001288111"
"PSD"	"PH and SEC7 domain-containing protein 1 isoform 1"	"NM_001270965"	"NP_001257894"
"TRIB3"	"tribbles homolog 3 isoform 1"	"NM_021158"	"NP_066981"
"ASTN2"	"astrotactin-2 isoform b"	"NM_198186"	"NP_937829"
"LINGO1"	"leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 isoform a precursor"	"NM_032808"	"NP_116197"
"ASTN2"	"astrotactin-2 isoform c"	"NM_198187"	"NP_937830"
"ANKRD65"	"ankyrin repeat domain-containing protein 65 isoform 1"	"NM_001145210"	"NP_001138682"
"ASTN2"	"astrotactin-2 isoform d"	"NM_198188"	"NP_937831"
"ASTN2"	"astrotactin-2 isoform e"	"NM_001184734"	"NP_001171663"
"OSGIN1"	"oxidative stress-induced growth inhibitor 1"	"NM_182981"	"NP_892026"
"SLAMF7"	"SLAM family member 7 isoform e"	"NM_001282591"	"NP_001269520"
"LINGO1"	"leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 isoform b precursor"	"NM_001301191"	"NP_001288120"
"CTTN"	"src substrate cortactin isoform b"	"NM_138565"	"NP_612632"
"CTTN"	"src substrate cortactin isoform c"	"NM_001184740"	"NP_001171669"
"RBMX2"	"RNA-binding motif protein, X-linked 2"	"NM_016024"	"NP_057108"
"STXBP3"	"syntaxin-binding protein 3"	"NM_007269"	"NP_009200"
"IL19"	"interleukin-19 isoform 1"	"NM_153758"	"NP_715639"
"ZBTB33"	"transcriptional regulator Kaiso"	"NM_001184742"	"NP_001171671"
"DLD"	"dihydrolipoyl dehydrogenase, mitochondrial isoform 2"	"NM_001289750"	"NP_001276679"
"PTH1R"	"parathyroid hormone/parathyroid hormone-related peptide receptor precursor"	"NM_001184744"	"NP_001171673"
"PSD"	"PH and SEC7 domain-containing protein 1 isoform 2"	"NM_001270966"	"NP_001257895"
"GHR"	"growth hormone receptor isoform 1 precursor"	"NM_001242405"	"NP_001229334"
